TURN_ID,MANUAL PARAPHRASE,RAW PARAPHRASE
53_7,Why are energy drinks bad to mix alcohol?,Why are they bad to mix alcohol?
53_7,Why are energy drinks toxic when mixed with alcohol?,Why are they toxic when mixed with alcohol?
53_7,How are energy drinks harmful when mixed with alcohol?,How are they harmful when mixed with alcohol?
53_7,Are energy drinks harmful when mixed with alcohol?,Are they harmful when mixed with alcohol?
53_8,Is there any logical reason for restricting energy drink consumption based on age?,Is there any logical reason for restricting their consumption based on age?
53_8,Why shouldn't children drink energy drinks at certain ages?,Why shouldn't children drink them at certain ages?
53_8,Why should energy drinks be age restricted?,Why should they be age restricted?
53_8,Is there any scientific argument for an age restriction on energy drinks?,Is there any scientific argument for an age restriction on them?
53_8,What is the argument for an age restriction on energy drinks?,What is the argument for an age restriction on them?
53_8,Should there be an age restriction warning label for kids on energy drinks?,Should there be an age restriction warning label for kids?
53_8,Why should there be an age limit on energy drinks for kids?,Why should there be an age limit on them for kids?
53_8,Are there any valid reasons for an age restriction on energy drinks?,Are there any valid reasons for an age restriction on them?
53_8,Why are energy drinks unsafe for children? Should there be an age restriction?,Why are they unsafe for children? Should there be an age restriction?
53_9,Where are minors banned from consuming energy drinks?,Where are minors banned from consuming them?
53_9,Where are energy drinks illegal for kids?,Where are they illegal for kids?
53_9,What governments banned energy drinks for kids?,What governments banned them for kids?
53_9,Are energy drinks restricted from minors in certain places?,Are they restricted from minors in certain places?
53_9,Where are energy drinks restricted to kids?,Where are they restricted to kids?
53_9,What countries ban energy drinks for children?,What countries ban them for children?
54_1,"What are some must-see things in Washington, D.C.?","What are some must-see things in Washington, D.C.?"
54_1,"Where should I spend a day in Washington, D.C.?","Where should I spend a day in Washington, D.C.?"
54_1,"What are the best things to do in Washington, D.C.?","What are the best things to do in Washington, D.C.?"
54_1,"What are the most beautiful places to visit in Washington, D.C.?","What are the most beautiful places to visit in Washington, D.C.?"
54_1,"What is the most interesting thing to see in Washington, D.C.?","What is the most interesting thing to see in Washington, D.C.?"
54_1,"What are the most popular things to do in Washington, D.C.?","What are the most popular things to do in Washington, D.C.?"
54_1,"What are the top attractions to visit in Washington, D.C.?","What are the top attractions to visit in Washington, D.C.?"
54_2,"Which Smithsonian museum in Washington, D.C., is the most visited?",Which Smithsonian museum is the most visited?
54_2,What are the most visited Smithsonian museums in the United States?,What are the most visited Smithsonian museums?
54_2,"Which Smithsonian museums are the best to visit in Washington, D.C.?",Which Smithsonian museums are the best to visit?
54_2,"What are the top Smithsonian museums in Washington, D.C.?",What are the top Smithsonian museums?
54_2,Which are the number 1 visited Smithsonian museums of Washington D.C.?,Which are the number 1 visited Smithsonian museums?
54_2,"What are the top Smithsonian museums in Washington, D.C.?",What are the top Smithsonian museums?
54_2,What are the most well-known Smithsonian museums in D.C.?,What are the most well-known Smithsonian museums?
54_2,"What are the most popular Smithsonian museums in Washington, D.C.?",What are the most popular Smithsonian museums?
54_2,"Which are the best Smithsonian museums in Washington, D.C.?",Which are the best Smithsonian museums?
54_3,Why is the National Air and Space Museum prominent?,Why is the National Air and Space Museum prominent?
54_3,Why is the National Air and Space Museum relevant?,Why is the National Air and Space Museum relevant?
54_3,Why is the National Air and Space Museum influential?,Why is the National Air and Space Museum influential?
54_3,What is the significance of the National Air and Space Museum?,What is the significance of the National Air and Space Museum?
54_3,What is the importance of the National Air and Space Museum?,What is the importance of the National Air and Space Museum?
54_4,Can you visit the Spy Museum for free in D.C.?,Can you visit the Spy Museum for free?
54_4,Is the Spy Museum in Washington totally free for the general public?,Is the Spy Museum totally free for the general public?
54_4,Is it free to visit the Spy Museum in Washington D.C.?,Is it free to visit the Spy Museum?
54_4,How much does it cost to get into the Spy Museum in Washington?,How much does it cost to get into the Spy Museum?
54_4,"Is visiting the Spy Museum in Washington, D.C., free?",Is visiting the Spy Museum free?
54_4,Is it free to visit the Spy Museum in D.C.?,Is it free to visit the Spy Museum?
54_4,Do I have to pay to visit the Spy Museum in Washington?,Do I have to pay to visit the Spy Museum?
54_4,"Is the Spy Museum in Washington, D.C., a free museum?",Is the Spy Museum a free museum?
54_5,"What can I do after museums close in Washington, D.C.?",What can I do after museums close?
54_5,"What should I do in Washington, D.C., when all the museums close?",What should I do when all the museums close?
54_5,"What things can you do after museums close in Washington, D.C.?",What things can you do after museums close in D.C.?
54_5,What do you do after the museums in Washington D.C. close?,What do you do after the museums close?
54_5,What attractions are open in Washington D.C. after the museums close?,What attractions are open in D.C. after the museums close?
54_5,"What can I do next after the Washington, D.C., museums close?",What can I do next after museums close?
54_5,"What interesting things can I see and do in Washington, D.C., after the museums are closed?",What interesting things can I see and do in D.C. after the museums are closed?
